timestamp,level,service,ip,message,trace_id
2026-07-15 22:59:01,ERROR,auth-service,192.168.124.25,NullPointerException in UserService,b68e9b0b
2026-07-21 05:53:00,ERROR,user-service,192.168.237.171,NullPointerException in UserService,2d266937
2026-07-15 23:58:33,INFO,auth-service,192.168.42.182,Order created successfully,46f6632c
2026-07-18 23:47:49,WARNING,user-service,192.168.172.107,Payment gateway unavailable (retry in 5s),a72c054a
2026-07-17 07:04:48,INFO,user-service,192.168.208.11,Payment processed successfully,381f3055
2026-07-17 15:49:09,WARNING,user-service,192.168.37.31,Payment gateway unavailable (retry in 5s),73b83259
2026-07-20 07:13:47,ERROR,auth-service,192.168.152.75,OutOfMemoryError: Java heap space,25bbab68
2026-07-16 02:04:28,WARNING,user-service,192.168.71.123,Invalid token provided (retry in 5s),4f638c73
2026-07-16 17:50:55,WARNING,notification-service,192.168.184.106,NullPointerException in UserService (retry in 5s),28befd75
2026-07-15 06:31:56,WARNING,auth-service,192.168.149.26,Payment gateway unavailable (retry in 5s),b0b255da
2026-07-18 03:36:44,ERROR,notification-service,192.168.176.92,Rate limit exceeded,031fbd02
2026-07-19 16:49:19,DEBUG,auth-service,192.168.248.227,User registered successfully,5d8cebfb
2026-07-16 15:25:53,WARNING,auth-service,192.168.178.195,Invalid token provided (retry in 5s),721ac93a
2026-07-16 19:01:51,INFO,auth-service,192.168.99.53,Payment processed successfully,568464c6
2026-07-19 18:58:04,ERROR,order-service,192.168.121.213,NullPointerException in UserService,81b38dc3
2026-07-18 10:08:46,INFO,user-service,192.168.204.82,Payment processed successfully,4e89f731
2026-07-18 04:01:24,INFO,user-service,192.168.82.254,Configuration loaded successfully,460b99c3
2026-07-15 06:58:57,ERROR,notification-service,192.168.126.32,SSL handshake failed,e58506da
2026-07-19 09:50:47,ERROR,order-service,192.168.216.162,Rate limit exceeded,7b377fed
2026-07-17 18:07:30,ERROR,auth-service,192.168.157.98,Connection timeout to database,3fd09dbf
2026-07-18 09:15:00,INFO,user-service,192.168.81.97,Payment processed successfully,6ca3eeb0
2026-07-17 07:23:09,INFO,auth-service,192.168.63.21,Scheduled job completed,775f6563
2026-07-17 10:45:35,WARNING,auth-service,192.168.18.33,Rate limit exceeded (retry in 5s),fb0f1954
2026-07-18 02:51:32,DEBUG,payment-service,192.168.222.187,User registered successfully,e0ac5c95
2026-07-18 19:50:38,WARNING,order-service,192.168.34.141,NullPointerException in UserService (retry in 5s),ac210293
2026-07-20 20:58:01,INFO,user-service,192.168.218.148,Scheduled job completed,0f94a2c3
2026-07-18 23:25:12,ERROR,user-service,192.168.32.146,Rate limit exceeded,a03926e4
2026-07-21 02:43:45,ERROR,auth-service,192.168.214.76,SSL handshake failed,5c9831e8
2026-07-16 04:14:47,DEBUG,user-service,192.168.223.111,Scheduled job completed,20bd8997
2026-07-19 16:52:58,WARNING,order-service,192.168.20.168,Connection timeout to database (retry in 5s),e2821017
2026-07-20 11:36:43,ERROR,notification-service,192.168.166.47,OutOfMemoryError: Java heap space,41076956
2026-07-20 20:45:36,WARNING,payment-service,192.168.147.6,Rate limit exceeded (retry in 5s),4ba2e406
2026-07-21 10:52:31,DEBUG,notification-service,192.168.115.196,Payment processed successfully,ad4a2b44
2026-07-17 19:27:06,ERROR,notification-service,192.168.6.97,SSL handshake failed,1585dcb4
2026-07-21 04:13:58,INFO,notification-service,192.168.101.101,Order created successfully,02de5fbf
2026-07-15 17:20:48,DEBUG,order-service,192.168.91.52,Configuration loaded successfully,3588a7f7
2026-07-16 16:01:20,INFO,payment-service,192.168.172.87,Order created successfully,089fc541
2026-07-16 11:49:26,INFO,user-service,192.168.101.46,Cache refreshed,98593fb2
2026-07-18 17:02:02,ERROR,user-service,192.168.7.102,Network unreachable,51e45471
2026-07-18 06:01:55,INFO,payment-service,192.168.53.95,Order created successfully,70889927
2026-07-18 07:37:54,INFO,auth-service,192.168.167.105,Scheduled job completed,1de18be9
2026-07-17 11:41:39,INFO,user-service,192.168.100.48,Configuration loaded successfully,52b0437d
2026-07-16 01:10:51,INFO,order-service,192.168.255.209,Scheduled job completed,9603ecde
2026-07-15 01:47:27,ERROR,notification-service,192.168.49.78,OutOfMemoryError: Java heap space,5608c1bc
2026-07-19 01:55:45,WARNING,auth-service,192.168.193.10,Connection timeout to database (retry in 5s),f53d77a2
2026-07-20 09:30:31,DEBUG,order-service,192.168.71.120,Payment processed successfully,d0730f66
2026-07-19 00:23:59,DEBUG,notification-service,192.168.78.221,Health check passed,392a1566
2026-07-21 05:50:24,ERROR,auth-service,192.168.222.212,Invalid token provided,d8ed32b9
2026-07-19 18:45:17,INFO,payment-service,192.168.47.242,User registered successfully,b8303f23
2026-07-21 15:35:31,INFO,user-service,192.168.220.234,Order created successfully,2d9a463b
2026-07-19 19:18:06,DEBUG,order-service,192.168.99.207,Configuration loaded successfully,85043e13
2026-07-15 16:57:32,ERROR,payment-service,192.168.151.28,Invalid token provided,39babc74
2026-07-16 09:07:06,DEBUG,order-service,192.168.17.176,User registered successfully,2aaa59d8
2026-07-20 22:31:44,INFO,order-service,192.168.246.189,Order created successfully,7079bce7
2026-07-21 10:38:56,WARNING,user-service,192.168.236.120,Invalid token provided (retry in 5s),5e79be4c
2026-07-18 05:17:31,INFO,notification-service,192.168.239.20,User login successful,26134778
2026-07-16 20:43:07,INFO,auth-service,192.168.39.196,User login successful,599358fb
2026-07-16 20:49:10,INFO,notification-service,192.168.217.88,Order created successfully,c2a26349
2026-07-21 17:12:12,WARNING,auth-service,192.168.226.16,NullPointerException in UserService (retry in 5s),e6052b5c
2026-07-15 01:22:20,INFO,user-service,192.168.229.39,Configuration loaded successfully,7be4bfb9
2026-07-15 22:35:48,ERROR,auth-service,192.168.187.131,Rate limit exceeded,5cee9672
2026-07-19 06:57:06,INFO,auth-service,192.168.44.90,Cache refreshed,f2feced3
2026-07-20 17:48:19,INFO,user-service,192.168.209.6,Cache refreshed,eb18fa50
2026-07-17 18:32:39,INFO,user-service,192.168.121.37,User login successful,4019bc12
2026-07-16 20:12:30,WARNING,user-service,192.168.114.143,Payment gateway unavailable (retry in 5s),2395d44f
2026-07-17 16:15:48,WARNING,order-service,192.168.222.180,NullPointerException in UserService (retry in 5s),79e7a864
2026-07-21 14:26:06,WARNING,payment-service,192.168.1.125,Connection timeout to database (retry in 5s),2f035747
2026-07-16 23:37:56,WARNING,payment-service,192.168.39.78,Invalid token provided (retry in 5s),43754238
2026-07-18 07:56:20,ERROR,user-service,192.168.92.232,OutOfMemoryError: Java heap space,b403bf7d
2026-07-18 07:35:22,ERROR,notification-service,192.168.137.131,File not found: /var/log/app.log,1e001bbd
2026-07-19 22:39:17,WARNING,notification-service,192.168.117.138,Payment gateway unavailable (retry in 5s),58ddfe03
2026-07-14 21:51:26,DEBUG,order-service,192.168.36.212,Scheduled job completed,10fad30d
2026-07-19 19:40:26,DEBUG,user-service,192.168.55.44,User login successful,8d0e4805
2026-07-18 18:41:20,INFO,notification-service,192.168.82.162,Scheduled job completed,fd05a7a5
2026-07-18 15:03:44,WARNING,payment-service,192.168.88.48,NullPointerException in UserService (retry in 5s),04e1fb40
2026-07-15 18:44:56,ERROR,notification-service,192.168.251.210,OutOfMemoryError: Java heap space,c7539ef5
2026-07-21 01:47:24,INFO,payment-service,192.168.107.61,Order created successfully,1811f205
2026-07-20 10:55:00,INFO,auth-service,192.168.217.205,User login successful,60dcc395
2026-07-14 19:55:04,ERROR,payment-service,192.168.144.174,File not found: /var/log/app.log,b2d7c70c
2026-07-15 09:40:47,ERROR,notification-service,192.168.209.240,Connection timeout to database,0df27abc
2026-07-21 12:31:34,WARNING,order-service,192.168.38.168,Invalid token provided (retry in 5s),ddc95ddc
2026-07-16 01:01:43,INFO,notification-service,192.168.15.100,User registered successfully,a92ce7ef
2026-07-21 01:17:05,DEBUG,order-service,192.168.42.94,User registered successfully,b0b4d03c
2026-07-16 17:18:07,INFO,user-service,192.168.152.28,Order created successfully,88d6ce6c
2026-07-17 04:26:26,ERROR,order-service,192.168.85.232,File not found: /var/log/app.log,b8f66c9f
2026-07-16 11:30:01,INFO,auth-service,192.168.123.4,Health check passed,0d406675
2026-07-18 00:59:38,INFO,user-service,192.168.66.149,Order created successfully,196a5a40
2026-07-21 12:54:41,DEBUG,payment-service,192.168.206.54,Scheduled job completed,f5cae121
2026-07-18 01:34:15,ERROR,auth-service,192.168.239.175,OutOfMemoryError: Java heap space,081b8cca
2026-07-19 23:28:22,INFO,user-service,192.168.45.52,User registered successfully,f2c5382d
2026-07-21 05:51:24,INFO,order-service,192.168.67.100,Configuration loaded successfully,42323d8c
2026-07-15 15:44:57,INFO,user-service,192.168.24.15,Scheduled job completed,c796e80d
2026-07-20 09:43:24,INFO,notification-service,192.168.36.61,Configuration loaded successfully,2a541077
2026-07-21 12:04:00,ERROR,user-service,192.168.206.14,NullPointerException in UserService,bb0e26a3
2026-07-16 03:49:37,WARNING,notification-service,192.168.89.76,Connection timeout to database (retry in 5s),dc3b8625
2026-07-20 02:16:38,WARNING,order-service,192.168.129.237,Invalid token provided (retry in 5s),cf480e90
2026-07-14 22:26:46,INFO,payment-service,192.168.145.207,User login successful,00cc4e9e
2026-07-18 13:52:19,ERROR,order-service,192.168.117.197,OutOfMemoryError: Java heap space,bd7bb060
2026-07-17 04:46:39,WARNING,order-service,192.168.201.211,NullPointerException in UserService (retry in 5s),65b96bb7
2026-07-20 05:40:10,DEBUG,auth-service,192.168.205.232,Payment processed successfully,69288306
2026-07-20 18:55:52,WARNING,payment-service,192.168.91.166,Rate limit exceeded (retry in 5s),d6b97da8
2026-07-16 13:22:07,WARNING,notification-service,192.168.53.108,NullPointerException in UserService (retry in 5s),babf17c2
2026-07-15 06:52:30,ERROR,user-service,192.168.99.185,Rate limit exceeded,a728d0fc
2026-07-16 22:19:38,INFO,notification-service,192.168.124.101,Order created successfully,5e229b3f
2026-07-20 08:28:02,WARNING,order-service,192.168.107.233,Payment gateway unavailable (retry in 5s),74d0f3e3
2026-07-21 09:48:39,WARNING,payment-service,192.168.127.99,NullPointerException in UserService (retry in 5s),e42a8d44
2026-07-19 03:17:31,INFO,user-service,192.168.27.168,Health check passed,1716044b
2026-07-20 02:34:12,WARNING,user-service,192.168.152.32,Rate limit exceeded (retry in 5s),d27ac75a
2026-07-20 13:27:00,WARNING,notification-service,192.168.239.77,Invalid token provided (retry in 5s),d293c095
2026-07-17 01:52:48,INFO,notification-service,192.168.171.253,Configuration loaded successfully,b91795ee
2026-07-16 15:32:52,ERROR,payment-service,192.168.215.12,SSL handshake failed,b1bdfb09
2026-07-17 16:00:52,ERROR,order-service,192.168.6.255,Payment gateway unavailable,1fc49c4f
2026-07-18 08:29:03,WARNING,payment-service,192.168.76.51,Rate limit exceeded (retry in 5s),57851eaa
2026-07-17 12:09:54,DEBUG,auth-service,192.168.109.17,Order created successfully,667f6813
2026-07-21 16:20:55,DEBUG,order-service,192.168.3.189,Health check passed,f2d593a3
2026-07-15 22:56:14,INFO,notification-service,192.168.52.188,Order created successfully,10c77850
2026-07-15 00:00:23,DEBUG,user-service,192.168.149.20,Scheduled job completed,9d3a34c9
2026-07-17 08:26:48,WARNING,payment-service,192.168.145.104,Connection timeout to database (retry in 5s),421290f3
2026-07-19 16:49:03,ERROR,payment-service,192.168.202.193,Payment gateway unavailable,b9f191ca
2026-07-17 13:14:12,ERROR,auth-service,192.168.137.75,SSL handshake failed,c19412ce
2026-07-16 23:47:37,INFO,payment-service,192.168.32.154,User login successful,97194afa
2026-07-21 11:45:23,INFO,auth-service,192.168.179.214,Health check passed,7fa5dd4f
2026-07-19 01:26:33,WARNING,auth-service,192.168.227.137,Connection timeout to database (retry in 5s),8e8cb885
2026-07-14 22:07:55,INFO,order-service,192.168.52.148,Cache refreshed,cead311a
2026-07-20 18:05:19,ERROR,payment-service,192.168.61.243,Invalid token provided,7f934b8f
2026-07-20 10:04:42,WARNING,user-service,192.168.57.254,Rate limit exceeded (retry in 5s),174c11ba
2026-07-18 15:16:19,INFO,notification-service,192.168.172.220,Payment processed successfully,51de2ba3
2026-07-21 15:13:34,ERROR,payment-service,192.168.26.131,Network unreachable,f57a27c5
2026-07-18 04:17:02,INFO,payment-service,192.168.106.146,Health check passed,9d0855f1
2026-07-17 17:15:29,ERROR,user-service,192.168.163.231,Payment gateway unavailable,ecd1a8d3
2026-07-18 04:41:56,WARNING,auth-service,192.168.85.192,NullPointerException in UserService (retry in 5s),f62bc996
2026-07-17 23:59:37,ERROR,payment-service,192.168.28.76,Network unreachable,1f5c3fea
2026-07-17 22:29:54,DEBUG,auth-service,192.168.239.201,Health check passed,c66f1dfb
2026-07-20 14:11:54,INFO,auth-service,192.168.79.72,Payment processed successfully,55a4fc84
2026-07-16 09:46:06,DEBUG,user-service,192.168.18.12,Scheduled job completed,58ea6a20
2026-07-21 00:49:01,INFO,payment-service,192.168.99.109,Order created successfully,427fdd79
2026-07-17 17:38:16,ERROR,payment-service,192.168.21.180,Invalid token provided,7a06acb7
2026-07-16 03:01:03,WARNING,order-service,192.168.33.71,Payment gateway unavailable (retry in 5s),5d2beae8
2026-07-17 04:48:18,WARNING,order-service,192.168.186.229,Connection timeout to database (retry in 5s),99f087ba
2026-07-18 10:24:23,ERROR,notification-service,192.168.254.138,NullPointerException in UserService,44a458c7
2026-07-18 18:41:23,ERROR,payment-service,192.168.62.249,Payment gateway unavailable,05df18ec
2026-07-17 12:13:46,INFO,notification-service,192.168.250.33,Scheduled job completed,48e28346
2026-07-16 14:20:44,INFO,notification-service,192.168.149.174,Scheduled job completed,8ad7aee3
2026-07-19 22:01:00,WARNING,order-service,192.168.246.166,NullPointerException in UserService (retry in 5s),66db6e13
2026-07-16 16:33:16,INFO,notification-service,192.168.250.36,User registered successfully,e989fb8d
2026-07-21 06:30:03,INFO,auth-service,192.168.121.24,Scheduled job completed,4d1b9a62
2026-07-16 05:32:26,DEBUG,notification-service,192.168.115.116,Cache refreshed,9b454577
2026-07-19 13:41:58,INFO,payment-service,192.168.27.115,Scheduled job completed,9f585f62
2026-07-18 13:55:08,WARNING,notification-service,192.168.54.100,Invalid token provided (retry in 5s),a6435f96
2026-07-15 06:22:33,INFO,user-service,192.168.99.25,Payment processed successfully,680e5abb
2026-07-19 18:36:19,INFO,auth-service,192.168.106.130,Cache refreshed,af48f54f
2026-07-17 02:26:06,ERROR,user-service,192.168.190.33,SSL handshake failed,954ec5d4
2026-07-18 03:15:10,WARNING,user-service,192.168.163.159,Rate limit exceeded (retry in 5s),eecbf6fd
2026-07-17 08:19:07,INFO,order-service,192.168.150.22,User login successful,f7fbcfd3
2026-07-20 19:51:42,WARNING,order-service,192.168.31.246,Connection timeout to database (retry in 5s),49a20223
2026-07-16 12:58:42,WARNING,payment-service,192.168.190.134,Payment gateway unavailable (retry in 5s),65ad436e
2026-07-18 12:45:58,DEBUG,auth-service,192.168.169.92,Order created successfully,90f21efc
2026-07-17 16:26:24,WARNING,auth-service,192.168.106.225,NullPointerException in UserService (retry in 5s),01f77d23
2026-07-16 02:26:42,INFO,user-service,192.168.130.79,Health check passed,c5183ea4
2026-07-17 13:37:15,WARNING,payment-service,192.168.49.130,Rate limit exceeded (retry in 5s),0675dffe
2026-07-21 15:30:32,WARNING,notification-service,192.168.204.35,Payment gateway unavailable (retry in 5s),1cc5f15e
2026-07-19 09:22:36,INFO,notification-service,192.168.99.56,User registered successfully,85b8567e
2026-07-20 01:21:09,INFO,notification-service,192.168.139.133,Cache refreshed,caac9f0f
2026-07-17 13:14:25,WARNING,user-service,192.168.254.225,NullPointerException in UserService (retry in 5s),fbe8f2e4
2026-07-20 13:19:03,INFO,user-service,192.168.168.18,User registered successfully,2143579a
2026-07-18 18:22:52,WARNING,payment-service,192.168.148.224,Rate limit exceeded (retry in 5s),1bf1a4ac
2026-07-21 01:45:16,WARNING,user-service,192.168.200.194,NullPointerException in UserService (retry in 5s),dda15186
2026-07-18 00:57:42,ERROR,payment-service,192.168.142.79,File not found: /var/log/app.log,e05bf4f3
2026-07-15 00:09:04,INFO,auth-service,192.168.110.205,Order created successfully,b77795fb
2026-07-17 17:14:04,ERROR,auth-service,192.168.251.17,File not found: /var/log/app.log,115d3f60
2026-07-15 04:50:43,WARNING,payment-service,192.168.229.42,NullPointerException in UserService (retry in 5s),989102c6
2026-07-17 00:51:08,INFO,notification-service,192.168.79.127,Scheduled job completed,a4da60be
2026-07-16 10:17:11,INFO,auth-service,192.168.56.55,Configuration loaded successfully,d0f3bedc
2026-07-20 22:29:31,INFO,auth-service,192.168.44.193,Cache refreshed,ca71d585
2026-07-16 15:09:31,WARNING,order-service,192.168.79.199,Connection timeout to database (retry in 5s),8ceeacb2
2026-07-20 10:25:23,INFO,order-service,192.168.118.92,Health check passed,27168918
2026-07-19 09:07:32,INFO,payment-service,192.168.100.126,User login successful,469c6768
2026-07-18 18:58:39,WARNING,order-service,192.168.166.100,Invalid token provided (retry in 5s),240b8a10
2026-07-18 00:01:50,INFO,notification-service,192.168.199.248,Order created successfully,5fba9a00
2026-07-18 00:40:39,INFO,user-service,192.168.176.212,Order created successfully,1c7c94e7
2026-07-15 11:55:24,DEBUG,auth-service,192.168.149.157,Health check passed,e110703e
2026-07-20 23:58:47,ERROR,order-service,192.168.139.95,OutOfMemoryError: Java heap space,a7b22ea5
2026-07-15 11:34:42,INFO,notification-service,192.168.235.143,Configuration loaded successfully,f277adbb
2026-07-14 17:59:03,ERROR,payment-service,192.168.44.120,File not found: /var/log/app.log,80d589fe
2026-07-18 11:21:37,INFO,auth-service,192.168.194.92,User registered successfully,5e005276
2026-07-19 11:22:35,ERROR,user-service,192.168.42.231,Payment gateway unavailable,06e74be3
2026-07-18 03:19:04,INFO,notification-service,192.168.50.179,User login successful,cecdf88e
2026-07-15 12:05:06,INFO,order-service,192.168.186.196,User registered successfully,0fff5813
2026-07-21 01:36:10,WARNING,user-service,192.168.10.73,Rate limit exceeded (retry in 5s),d8e7b519
2026-07-18 10:30:31,ERROR,auth-service,192.168.164.234,Payment gateway unavailable,60e70986
2026-07-18 01:57:46,INFO,payment-service,192.168.7.114,Order created successfully,891163c2
2026-07-19 05:50:33,INFO,order-service,192.168.134.33,Scheduled job completed,4fec05c0
2026-07-21 07:51:27,DEBUG,payment-service,192.168.30.78,User registered successfully,5c38c0af
2026-07-17 07:43:16,DEBUG,user-service,192.168.119.253,Scheduled job completed,98235ee9
2026-07-19 01:31:56,ERROR,notification-service,192.168.191.21,File not found: /var/log/app.log,596dcce1
2026-07-16 05:28:02,WARNING,payment-service,192.168.233.108,Invalid token provided (retry in 5s),8dfe1ab8
2026-07-16 05:57:15,ERROR,auth-service,192.168.121.144,File not found: /var/log/app.log,aa140465
2026-07-15 02:31:41,ERROR,notification-service,192.168.71.90,File not found: /var/log/app.log,cad47a97
2026-07-18 15:09:59,DEBUG,payment-service,192.168.145.169,User login successful,1d835795
2026-07-15 06:22:46,DEBUG,user-service,192.168.60.76,User registered successfully,47c478a7
2026-07-21 04:46:42,INFO,payment-service,192.168.56.10,Configuration loaded successfully,c57500aa
2026-07-15 16:56:04,WARNING,order-service,192.168.13.112,Connection timeout to database (retry in 5s),5222ccb9
2026-07-17 18:37:15,DEBUG,auth-service,192.168.184.79,Health check passed,6ad237c6
2026-07-16 22:19:21,ERROR,notification-service,192.168.196.26,Transaction rollback due to deadlock,4c100fbc
2026-07-17 12:05:22,INFO,order-service,192.168.147.117,User login successful,7f6ef70a
2026-07-15 23:58:52,INFO,auth-service,192.168.249.191,Cache refreshed,8504dbb9
2026-07-20 12:58:34,WARNING,notification-service,192.168.63.74,NullPointerException in UserService (retry in 5s),93e06284
2026-07-20 11:42:37,INFO,auth-service,192.168.66.152,Configuration loaded successfully,88273fc2
2026-07-16 08:30:33,DEBUG,auth-service,192.168.4.202,Configuration loaded successfully,532e74a4
2026-07-18 14:34:18,INFO,order-service,192.168.139.215,Scheduled job completed,3af7b136
2026-07-16 19:21:27,WARNING,notification-service,192.168.154.76,Rate limit exceeded (retry in 5s),44635148
2026-07-15 12:31:40,WARNING,auth-service,192.168.160.244,Payment gateway unavailable (retry in 5s),59465e39
2026-07-17 14:35:41,INFO,auth-service,192.168.131.126,Payment processed successfully,cd2efda7
2026-07-20 20:25:54,ERROR,notification-service,192.168.234.101,Rate limit exceeded,61fa1a05
2026-07-16 22:57:01,ERROR,user-service,192.168.6.133,Payment gateway unavailable,428a4f11
2026-07-15 12:41:27,DEBUG,auth-service,192.168.197.204,Configuration loaded successfully,50965a83
2026-07-18 17:12:53,ERROR,payment-service,192.168.64.102,SSL handshake failed,7276271a
2026-07-17 14:05:30,WARNING,payment-service,192.168.136.249,Invalid token provided (retry in 5s),c1d90efe
2026-07-17 03:18:22,ERROR,auth-service,192.168.51.95,Rate limit exceeded,be31328d
2026-07-17 23:33:50,INFO,user-service,192.168.145.157,User login successful,aed773c1
2026-07-15 10:09:43,INFO,auth-service,192.168.152.57,Order created successfully,28206339
